"cd_nodo","ds_nodo","cd_accesso","business_process","pg_ordinamento","fl_terminale","livello","url_icona","cd_proprio_nodo","dacr","utcr","duva","utuv","pg_ver_rec","cd_nodo_padre","url_icona_open"
"0.CFG.SIOPE.V","visualizzazione","CFGSIOPEV","CRUDCodiciSiopeBP","1","Y","3","NULL","V","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.SIOPE","NULL"
"0.CFG.ANAGCF.TABR.ISTAT","Tipologie Istat","NULL","NULL","10","N","4","NULL","ISTAT","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG$","1","0.CFG.ANAGCF.TABR","NULL"
"0.CFG.ANAGCF.TABR.ISTAT.M","gestione","CFGANAGCFTABRISTATM","CRUDTipologieIstatBP","2","Y","5","NULL","M","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.ANAGCF.TABR.ISTAT","NULL"
"0.CFG.ANAGCF.TABR.ISTAT.V","visualizzazione","CFGANAGCFTABRISTATV","CRUDTipologieIstatBP","1","Y","5","NULL","V","2007-05-16T15:43:28.000","FG","2007-05-16T15:43:28.000","FG","1","0.CFG.ANAGCF.TABR.ISTAT","NULL"
"0.CFG.PDCFIN.ASSC.PF0050","associazione elemento voce - codice siope","NULL","NULL","7","N","4","NULL","PF0050","2007-05-16T15:43:29.000","FG","2007-05-16T15:43:29.000","FG","1","0.CFG.PDCFIN.ASSC","NULL"
"0.CFG.CONTRATTI","Repertorio contratti","NULL","NULL","120","N","3","leaf.gif","CONTRATTI","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG","NULL"
"0.CFG.CONTRATTI.M","gestione","CFGCONTRATTOANAGM","CRUDConfigAnagContrattoBP","20","Y","4","NULL","M","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI","NULL"
"0.CFG.CONTRATTI.V","visualizzazione","CFGCONTRATTOANAGV","CRUDConfigAnagContrattoBP","10","Y","4","NULL","V","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI","NULL"
"0.CFG.CONTRATTI.TABRIF","tabelle di riferimento","NULL","NULL","30","N","4","NULL","TABRIF","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI","NULL"
"0.CFG.CONTRATTI.TABRIF.TIPO","Tipo Contratto","NULL","NULL","10","N","5","NULL","TIPO","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF","NULL"
"0.CFG.CONTRATTI.TABRIF.TIPO.M","gestione","CFGCONTRATTOTIPOM","CRUDConfigTipoContrattoBP","10","Y","5","NULL","M","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.TIPO","NULL"
"0.CFG.CONTRATTI.TABRIF.TIPO.V","visualizzazione","CFGCONTRATTOTIPOV","CRUDConfigTipoContrattoBP","20","Y","5","NULL","V","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.TIPO","NULL"
"0.CFG.CONTRATTI.TABRIF.ORGANO","Organo","NULL","NULL","20","N","5","NULL","ORGANO","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF","NULL"
"0.CFG.CONTRATTI.TABRIF.ORGANO.M","gestione","CFGCONTRATTOORGANOM","CRUDConfigOrganoBP","10","Y","5","NULL","M","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.ORGANO","NULL"
"0.CFG.CONTRATTI.TABRIF.ORGANO.V","visualizzazione","CFGCONTRATTOORGANOV","CRUDConfigOrganoBP","20","Y","5","NULL","V","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.ORGANO","NULL"
"0.CFG.CONTRATTI.TABRIF.ATTO","Atto amministrativo","NULL","NULL","30","N","5","NULL","ATTO","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF","NULL"
"0.CFG.CONTRATTI.TABRIF.ATTO.M","gestione","CFGCONTRATTOATTOM","CRUDConfigAttoAmministrativoBP","10","Y","5","NULL","M","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.ATTO","NULL"
"0.CFG.CONTRATTI.TABRIF.ATTO.V","visualizzazione","CFGCONTRATTOATTOV","CRUDConfigAttoAmministrativoBP","20","Y","5","NULL","V","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.ATTO","NULL"
"0.CFG.CONTRATTI.TABRIF.PROCAMM","Procedure amministrative","NULL","NULL","40","N","5","NULL","PROCAMM","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF","NULL"
"0.CFG.CONTRATTI.TABRIF.PROCAMM.M","gestione","CFGCONTRATTOPROCAMMM","CRUDConfigProcedureAmministrativeBP","10","Y","5","NULL","M","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.PROCAMM","NULL"
"0.CFG.CONTRATTI.TABRIF.PROCAMM.V","visualizzazione","CFGCONTRATTOPROCAMMV","CRUDConfigProcedureAmministrativeBP","20","Y","5","NULL","V","2005-05-24T16:36:53.000","SPASIA","2005-05-24T16:36:53.000","SPASIA","1","0.CFG.CONTRATTI.TABRIF.PROCAMM","NULL"
"0.CNS.LIBROGIORNALE","Libro Giornale","NULL","NULL","20","N","2","NULL","LIBROGIORNALE","2005-05-24T16:40:19.000","SPASIA","2005-05-24T16:40:19.000","SPASIA","1","0.CNS","NULL"
"0.COANCOEP.COAN.MOVCOG","Movimenti Contabili","NULL","NULL","3","N","3","NULL","MOVCOG","2002-05-20T16:16:31.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:16:31.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN","NULL"
"0.COANCOEP.COAN.MOVCOG.V","visualizzazione","AMMCOANCPCOREMOVCOGV","RicercaMovContCoanBP","1","Y","4","NULL","V","2002-05-20T16:19:51.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:19:51.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN.MOVCOG","NULL"
"0.COANCOEP.COAN.SCRANA","Scrittura analitica","NULL","NULL","1","N","3","NULL","SCRANA","2002-05-20T16:15:31.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:15:31.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN","NULL"
"0.COANCOEP.COAN.SCRANA.M","gestione","AMMCOANCPCORESCRANAM","CRUDScritturaAnaliticaBP","2","Y","4","NULL","M","2002-05-20T16:17:45.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP.COAN.SCRANA","NULL"
"0.COANCOEP.COAN.SCRANA.V","visualizzazione","AMMCOANCPCORESCRANAV","CRUDScritturaAnaliticaBP","1","Y","4","NULL","V","2002-05-20T16:17:24.000","$$$$$MIGRAZIONE$$$$$","2002-05-20T16:17:24.000","$$$$$MIGRAZIONE$$$$$","1","0.COANCOEP.COAN.SCRANA","NULL"
"0.COANCOEP.COEP","Registrazione Economico-Patrimoniale","NULL","NULL","1","N","2","NULL","COEP","2002-03-28T11:52:09.000","$$$$$MIGRAZIONE$$$$$","2002-09-17T10:09:01.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP","NULL"
"0.COANCOEP.COEP.MASCOG","Mastri Contabili","NULL","NULL","2","N","3","NULL","MASCOG","2002-03-28T12:02:33.000","$$$$$MIGRAZIONE$$$$$","2002-03-28T12:04:13.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP.COEP","NULL"
"0.COANCOEP.COEP.MASCOG.V","visualizzazione","AMMCOEPCNCOREMASCOGV","RicercaMastriCogeBP","1","Y","4","NULL","V","2002-03-28T12:00:00.000","$$$$$MIGRAZIONE$$$$$","2002-03-28T12:04:14.000","$$$$$MIGRAZIONE$$$$$","2","0.COANCOEP.COEP.MASCOG","NULL"
